1;"Heilendes Wort";"Hervorrufung";"1 Bonusaktion";"18 Meter";;"Unmittelbar";"Eine Kreatur deiner Wahl in Reichweite, die du sehen kannst, gewinnt Trefferpunkte in Höhe von 1W4 + deinem Zauberwirken-Attributsmodifikator zurück. Dieser Zauber wirkt nicht auf Untote oder Konstrukte.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, steigt die Heilung für jeden Grad über dem 1. um 1W4.";"bard,cleric,druid"
1;"Heiligtum";"Bannzauber";"1 Bonusaktion";"9 Meter";;"1 Minute";"Du schützt eine Kreatur in Reichweite vor Angriffen. Während der Wirkungsdauer muss jede Kreatur, die bei einem Angriff oder schädlichen Zauber die geschützte Kreatur als Ziel hat, zuerst einen Weisheitsrettungswurf bestehen. Scheitert der Wurf, muss die Kreatur ein neues Ziel wählen, oder sie verliert den Angriff oder Zauber. Dieser Zauber schützt die entsprechende Kreatur nicht vor Flächeneffekten wie der Explosion eines <a href=122>Feuerballs</a>.  Greift die geschützte Kreatur an oder wirkt sie einen Zauber auf eine feindliche Kreatur, endet <a href=67>Heiligtum</a>.";"cleric"
1;"Lenkendes Geschoss";"Hervorrufung";"1 Aktion";"36 Meter";;"1 Runde";"Ein Lichtblitz schießt auf eine Kreatur deiner Wahl in Reichweite zu. Führe einen Fernkampf-Zauberangriff gegen das Ziel aus. Bei einem Erfolg erleidet das Ziel 4W6 gleißenden Schaden. Dank des mystischen dämmrigen Lichts, das auf dem Ziel glitzert, ist der nächste Angriffswurf gegen das Ziel vor Ende deines nächsten Zugs im Vorteil.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, steigt der Schaden für jeden Grad über dem 1. um 1W6.";"cleric"
1;"Magie entdecken";"Erkenntnis";"1 Aktion";"Selbst";;"Konzentration bis 10 min";"Während der Wirkungsdauer nimmst du die Gegenwart von Magie im Abstand von bis zu neun Metern von dir wahr. Wenn du auf diese Weise Magie wahrnimmst, kannst du deine Aktion verwenden, um schwache Auren um sichtbare magische Kreaturen oder Objekte sowie ihre magische Schule zu erkennen, falls vorhanden.  Dieser Zauber durchdringt die meisten Barrieren, wird aber von 30 Zentimetern Stein, 2,5 Zentimetern gewöhnlichem Metall, dünnem Bleiblech sowie von einem Meter Holz oder Erde blockiert.";"cleric,paladin"
1;"Nahrung und Wasser reinigen";"Verwandlung";"1 Aktion";"3 Meter";;"Unmittelbar";"Alle nichtmagischen Nahrungsmittel und Getränke in einer Sphäre mit einem Radius von 1,5 Metern, die auf einen Punkt deiner Wahl in Reichweite zentriert ist, werden von Giften und Krankheiten gereinigt.";"cleric,druid,paladin"
1;"Person bezaubern";"Verzauberung";"1 Aktion";"9 Meter";;"1 Stunde";"Du versuchst, einen Humanoiden in Reichweite zu bezaubern, den du sehen kannst. Er muss einen Rettungswurf auf Weisheit ausführen. Dabei ist er im Vorteil, wenn du oder deine Begleiter gegen ihn kämpft. Scheitert der Wurf, ist der Humanoide von dir bezaubert, bis der Zauber endet oder du und deine Begleiter dem Humanoiden Schaden zufügt. Die bezauberte Kreatur betrachtet dich als freundlichen Bekannten. Nach Ende des Zaubers weiß die Kreatur, dass sie von dir bezaubert wurde.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, kannst du für jeden Grad über dem 1. eine zusätzliche Kreatur als Ziel wählen. Die Kreaturen müssen sich im Abstand von bis zu neun Metern voneinander befinden, wenn du sie als Ziel wählst.";"cleric,paladin"
1;"Schild des Glaubens";"Bannzauber";"1 Bonusaktion";"18 Meter";;"Konzentration bis 10 min";"Ein schimmerndes Feld erscheint, umgibt eine Kreatur deiner Wahl in Reichweite und gewährt ihr für die Wirkungsdauer einen Bonus von +2 auf ihre RK.";"cleric,paladin"
1;"Schutz vor Gut und Böse";"Bannzauber";"1 Aktion";"Berührung";;"Konzentration bis 10 min";"Bis der Zauber endet, ist eine willige Kreatur, die du berührst, vor bestimmten Kreaturentypen geschützt: vor Aberrationen, celestischen Wesen, Feenwesen, Unholden und Untoten.Der Schutz gewährt mehrere Vorteile. Angriffswürfe von Kreaturen dieses Typs sind bei Angriffen auf das Ziel im Nachteil. Das Ziel kann auch nicht von ihnen besessen, bezaubert oder verängstigt sein. Ist das Ziel bereits von einer solchen Kreatur besessen, bezaubert oder verängstigt, ist das Ziel bei jedem neuen Rettungswurf gegen den entsprechenden Effekt im Vorteil.";"cleric,paladin,warlock,wizard"
1;"Segnen";"Verzauberung";"1 Aktion";"9 Meter";;"Konzentration bis 1 min";"Du segnest bis zu drei Kreaturen deiner Wahl in Reichweite. Wenn ein Ziel während der Wirkungsdauer einen Angriffs- oder Rettungswurf ausführt, darf es mit einem W4 würfeln und das Würfelergebnis zu seinem Angriffs- oder Rettungswurf addieren.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, kannst du für jeden Grad über dem 1. eine zusätzliche Kreatur als Ziel wählen.";"cleric,paladin"
1;"Selbstverkleidung";"Illusion";"1 Aktion";"Selbst";;"1 Stunde";"Verändere dein Aussehen einschließlich Kleidung, Rüstung, Waffen und anderer Habseligkeiten, bis der Zauber endet oder du deine Aktion verwendest, um ihn zu beenden. Du kannst 30 Zentimeter größer oder kleiner sowie dick, dünn oder normal erscheinen. Deinen Körpertyp kannst du nicht verändern, musst also eine Form mit der gleichen Grundanordnung von Gliedmaßen annehmen. Abgesehen davon sind Form und Ausmaß der Illusion dir überlassen.  Einer genauen körperlichen Untersuchung halten die Veränderungen dieser Illusion nicht stand. Nutzt du diesen Zauber beispielsweise, um dir einen Hut aufzusetzen, durchdringen Gegenstände diesen einfach. Will jemand den Hut berühren, fühlt er dort nichts außer deinen Haaren und deinem Kopf. Lässt du dich durch den Zauber dünner erscheinen, würde eine nach dir greifende Hand schon mit dir kollidieren, wenn sie noch in der Luft zu sein scheint  Eine Kreatur kann deine Verkleidung als solche erkennen, wenn sie mit ihrer Aktion dein Aussehen untersucht und einen Intelligenzwurf (Nachforschungen) gegen deinen Zauberrettungswurf-SG besteht.";"bard,cleric,sorcerer,wizard"
1;"Verderben";"Verzauberung";"1 Aktion";"9 Meter";;"Konzentration bis 1 min";"Bis zu drei Kreaturen deiner Wahl in Reichweite, die du sehen kannst, müssen Charismarettungswürfe ausführen. Wenn ein Ziel, das diesen Rettungswurf nicht besteht, während der Wirkungsdauer einen Angriffs- oder Rettungswurf ausführt, muss es einen W4 würfeln und das Würfelergebnis von seinem Angriffs- oder Rettungswurf abziehen.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, kannst du für jeden Grad über dem 1. eine zusätzliche Kreatur als Ziel wählen.";"bard,cleric"
1;"Wasser erschaffen oder zerstören";"Verwandlung";"1 Aktion";"9 Meter";;"Unmittelbar";"Du erschaffst oder zerstörst Wasser. <br/><br/><strong>Wasser erschaffen:</strong> Du erschaffst bis zu 40 Liter sauberes Wasser in einem offenen Behälter in Reichweite. Alternativ fällt das Wasser als Regen in einem Würfel mit neun Metern Kantenlänge in Reichweite und löscht offene Flammen in dem Bereich. <br/><br/> <strong>Wasser zerstören:</strong> Du zerstörst bis zu 40 Liter Wasser in einem offenen Behälter in Reichweite. Alternativ zerstörst du Nebel in einem Würfel mit neun Metern Kantenlänge in Reichweite.<br/><br/><b>Auf höheren Stufen</b> Wenn du diesen Zauber mit einem Zauberplatz des 2. Grads oder höher wirkst, erschaffst oder zerstörst du 45 zusätzliche Liter Wasser oder die Größe des Würfels vergrößert sich um 1,5 Meter, für jeden zusätzlichen Zaubergrad.";"cleric,druid"
1;"Wunden heilen";"Hervorrufung";"1 Aktion";"Berührung";;"Unmittelbar";"Eine Kreatur, die du berührst, gewinnt Trefferpunkte in Höhe von 1W8 + deinem Attributsmodifikator im Zauberwirken zurück. Dieser Zauber wirkt nicht auf Untote oder Konstrukte.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, steigt die Heilung für jeden Grad über dem 1. um 1W8.";"bard,cleric,druid,paladin,ranger"
1;"Wunden verursachen";"Nekromantie";"1 Aktion";"Berührung";;"Unmittelbar";"Führe einen Nahkampf-Zauberangriff gegen eine Kreatur innerhalb deiner Reichweite aus. Bei einem Treffer erleidet das Ziel 3W10 nekrotischen Schaden.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 2. Grades oder höher nutzt, steigt der Schaden für jeden Grad über dem 1. um 1W10.";"cleric"
2;"Attribut verbessern";"Verwandlung";"1 Aktion";"Berührung";;"Konzentration bis 1 h";"Du berührst eine Kreatur und verleihst ihr eine magische Verbesserung. Wähle einen der folgenden Effekte aus. Das Ziel erhält diesen Effekt, bis der Zauber endet.  <strong>Anmut der Katze:</strong> Das Ziel ist bei Geschicklichkeitswürfen im Vorteil. Es erleidet zudem keinen Schaden bei Stürzen aus maximal sechs Metern, solange es nicht kampfunfähig ist.  <strong>Ausdauer des Bären:</strong> Das Ziel ist bei Konstitutionswürfen im Vorteil. Es erhält zudem 2W6 temporäre Trefferpunkte, die verschwinden, wenn der Zauber endet. <strong>Gerissenheit des Fuchses:</strong> Das Ziel ist bei Intelligenz würfen im Vorteil.<strong>Pracht des Adlers:</strong> Das Ziel ist bei Charismawürfen im Vorteil. <strong>Stärke des Stiers:</strong> Das Ziel ist bei Stärkewürfen im Vorteil und seine Traglast verdoppelt sich. <strong>Weisheit der Eule:</strong> Das Ziel ist bei Weisheitswürfen im Vorteil.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, kannst du für jeden Grad über dem 2. eine zusätzliche Kreatur als Ziel wählen.";"bard,cleric,druid,sorcerer"
2;"Beistand";"Bannzauber";"1 Aktion";"9 Meter";;"8 Stunden";"Dein Zauber verleiht deinen Mitstreitern mehr Widerstandsfähigkeit und Entschlossenheit. Wähle bis zu drei Kreaturen in Reichweite. Das Trefferpunktemaximum und die aktuellen Trefferpunkte jedes Ziels werden für die Wirkungsdauer um 5 erhöht.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, erhöhen sich die Trefferpunkte des Ziels für jeden Grad über dem 2. um 5 Punkte.";"cleric,paladin"
2;"Blindheit/Taubheit";"Nekromantie";"1 Aktion";"9 Meter";;"1 Minute";"Du kannst einen Feind blind oder taub werden lassen. Wähle eine Kreatur in Reichweite, die du sehen kannst Sie muss einen Konstitutionsrettungswurf ausführen. Scheitert der Wurf, ist das Ziel für die Wirkungsdauer entweder blind oder taub (du entscheidest). Am Ende jedes seiner Züge kann das Ziel einen Konstitutionsrettungswurf ausführen. Bei einem Erfolg endet der Zauber.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, kannst du für jeden Grad über dem 2. eine zusätzliche Kreatur als Ziel wählen.";"bard,cleric,sorcerer,wizard"
2;"Dauerhafte Flamme";"Hervorrufung";"1 Aktion";"Selbst";;"Bis entzaubert";"Eine Flamme, etwa so hell wie eine Fackel, entspringt einem Gegenstand, den du berührst. Der Effekt sieht aus wie eine gewöhnliche Flamme, erzeugt jedoch keine Hitze und verbraucht keinen Sauerstoff. Eine dauerhafte Flamme</span> kann verdeckt oder verborgen, aber nicht erstickt oder gelöscht werden.";"cleric,wizard"
2;"Fallen finden";"Erkenntnis";"1 Aktion";"36 Meter";;"Unmittelbar";"Du spürst die Gegenwart von Fallen, die sich in Reichweite und in deiner Sichtlinie befinden. Für diesen Zauber zählt alles als Falle, was einen plötzlichen oder unerwarteten Effekt auslösen könnte, den du als schädlich oder unerwünscht erachtest und der von seinem Erschaffer derart beabsichtigt war. Somit spürt der Zauber einen Bereich mit dem Zauber <a href=1>Alarm</a> oder <a href=264>Glyphe des Schutzes</a> oder eine mechanische Fallgrube auf. Er offenbart jedoch keine natürliche Schwachstelle im Boden, eine instabile Decke oder ein verstecktes Senkloch.  Dieser Zauber zeigt nur an, dass eine Falle vorhanden ist. Du erfährst nicht, wo sich jede Falle befindet, kennst jedoch die allgemeine Art der Gefahr der gespürten Falle.";"cleric,druid,ranger"
2;"Gebet der Heilung";"Hervorrufung";"10 Minuten";"9 Meter";;"Unmittelbar";"Bis zu sechs Kreaturen deiner Wahl in Reichweite, die du sehen kannst, erhalten jeweils Trefferpunkte in Höhe von 2W8 + deinem Zauberwirken-Attributsmodifikator zurück. Dieser Zauber wirkt nicht auf Untote oder Konstrukte.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, steigt die Heilung für jeden Grad über dem 2. um 1W8.";"cleric"
2;"Gefühle besänftigen";"Verzauberung";"1 Aktion";"18 Meter";;"Konzentration bis 1 min";"Du versuchst, starke Gefühle in einer Gruppe zu unterdrücken. Alle Humanoide innerhalb einer Sphäre mit einem Radius von sechs Metern, die auf einen Punkt deiner Wahl in Reichweite des Zaubers zentriert ist, müssen einen Charismarettungswurf ausführen. Eine Kreatur kann bei diesem Rettungswurf freiwillig scheitern. Scheitert der Wurf, wähle einen der folgenden Effekte aus:  Du kannst jeden Effekt unterdrücken, der ein Ziel bezaubert oder verängstigt. Wenn der Zauber endet, wird jeder unterdrückte Effekt fortgesetzt, sofern seine Wirkungsdauer in der Zwischenzeit nicht abgelaufen ist.  Alternativ kannst du ein Ziel Kreaturen gegenüber gleichgültig machen, denen es feindlich gesinnt ist. Diese Gleichgültigkeit endet, wenn das Ziel angegriffen oder durch einen Zauber verletzt wird oder sieht, wie einem seiner Verbündeten Schaden zugefügt wird. Wenn der Zauber endet, wird die Kreatur wieder feindlich gesinnt, sofern der SL nichts anderes festlegt.";"bard,cleric"
2;"Gegenstand aufspüren";"Erkenntnis";"1 Aktion";"Selbst";;"Konzentration bis 10 min";"Beschreibe oder nenne einen Gegenstand, mit dem du vertraut bist. Solange sich der Gegenstand im Abstand von bis zu 300 Metern von dir befindet, spürst du, in welcher Richtung sein Aufenthaltsort liegt. Bewegt sich der Gegenstand, weißt du, in welche Richtung er sich bewegt.  Der Zauber kann einen bestimmtem dir bekannten Gegenstand aufspüren, sofern du ihn mindestens einmal aus der Nähe - aus maximal neun Metern Entfernung - gesehen hast. Alternativ kann der Zauber das nächstgelegene Objekt einer bestimmten Art aufspüren, wie eine bestimmte Art von Kleidung, Möbel, Schmuck, Waffe oder Werkzeug.  Dieser Zauber kann den Gegenstand nicht aufspüren, wenn Blei den direkten Weg zwischen dir und dem Gegenstand blockiert - egal, wie dünn es ist.";"bard,cleric,druid,paladin,ranger,wizard"
2;"Person festhalten";"Verzauberung";"1 Aktion";"18 Meter";;"Konzentration bis 1 min";"Wähle einen Humanoiden in Reichweite, den du sehen kannst. Das Ziel muss einen Weisheitsrettungswurf ausführen oder es wird für die Wirkungsdauer gelähmt. Am Ende jedes seiner Züge kann das Ziel einen weiteren Weisheitsrettungswurf ausführen. Bei einem Erfolg endet die Wirkung des Zaubers auf das Ziel.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, kannst du für jeden Grad über dem 2. einen zusätzlichen Humanoiden als Ziel wählen. Deine humanoiden Ziele, die du festhältst, dürfen nicht mehr als neun Meter voneinander entfernt sein.";"bard,cleric"
2;"Sanfte Ruhe";"Nekromantie";"1 Aktion";"Berührung";;"10 Tage";"Du berührst einen Leichnam oder andere sterbliche Überreste. Für die Wirkungsdauer wird das Ziel vor Verfall geschützt und kann nicht untot werden.  Der Zauber verlängert dadurch auch die Zeit, in der das Ziel wiederbelebt werden kann, da die Tage unter dem Einfluss dieses Zaubers nicht als verstrichene Zeit für Zauber wie <a href=306>Tote erwecken</a>zählen.";"cleric,wizard"
2;"Schutz vor Gift";"Bannzauber";"1 Aktion";"Berührung";;"1 Stunde";"Du berührst eine Kreatur. Ist sie vergiftet, neutralisierst du das Gift Ist das Ziel von mehr als einem Gift betroffen, neutralisierst du ein Gift, von dem du weißt, dass es vorhanden ist, oder ein zufälliges. Für die Wirkungsdauer ist das Ziel bei Rettungswürfen gegen Gift im Vorteil und gegen Giftschaden resistent";"cleric,ranger,paladin,druid"
2;"Schützendes Band";"Bannzauber";"1 Aktion";"Berührung";;"1 Stunde";"Dieser Zauber schützt eine bereitwillige Kreatur, die du berührst, und erschafft für die Wirkungsdauer eine magische Verbindung zwischen dir und dem Ziel. Solange sich das Ziel im Abstand von bis zu 18 Metern von dir befindet, erhält es einen Bonus von +1 auf seine RK und auf Rettungswürfe und ist gegen alle Schadensarten resistent. Allerdings erleidest du jedes Mal, wenn dem Ziel Schaden zugefügt wird, die gleiche Menge an Schaden.  Der Zauber endet, falls deine Trefferpunkte auf 0 sinken oder du und das Ziel sich mehr als 18 Meter voneinander entfernt. Der Zauber endet auch, wenn er erneut auf einen der beiden Beteiligten gewirkt wird. Du kannst den Zauber als Aktion aufheben.";"cleric"
2;"Schwache Genesung";"Bannzauber";"1 Aktion";"Berührung";;"Unmittelbar";"Du berührst eine Kreatur und beendest entweder eine Krankheit oder einen Zustand, unter dem sie leidet. Mögliche Zustände sind blind, gelähmt, taub oder vergiftet.";"bard,cleric,druid,paladin,ranger"
2;"Stille";"Illusion";"1 Aktion";"36 Meter";;"Konzentration bis 10 min";"Für die Wirkungsdauer kann kein Ton in einer Sphäre mit einem Radius von sechs Metern erzeugt werden oder die Sphäre durchdringen. Die Sphäre wird an einem Ort deiner Wahl in Reichweite erzeugt. Alle Kreaturen und Objekte, die sich vollständig in der Sphäre befinden, sind taub und gegen Schallschaden immun. In der Sphäre kann kein Zauber gewirkt werden, der eine verbale Komponente enthält.";"bard,cleric,ranger"
2;"Vorahnung";"Erkenntnis";"1 Minute";"Selbst";;"Unmittelbar";"Wirf edelsteinverzierte Stöcke oder Drachenknochen, lege kunstvolle Karten oder nutze ein anderes Hilfsmittel und erhalte ein Omen von einem außerweltlichen Wesen zu einer bestimmten Vorgehensweise, die innerhalb der nächsten 30 Minuten geplant ist. Der SL wählt aus den folgenden möglichen Omen aus: <br/> " <span class=nameref>Wohl</span> für positive Ergebnisse<br/> " <span class=nameref>Wehe</span> für negative Ergebnisse<br/> " <span class=nameref>Wohl und Wehe</span> für positive und negative Ergebnisse<br/> " <span class=nameref>Nichts</span> für Ergebnisse, die weder besonders positiv noch negativ sind<br/>  Der Zauber berücksichtigt keinerlei Umstände, die das Ergebnis ändern könnten, etwa das Wirken von zusätzlichen Zaubern oder der Verlust oder Gewinn eines Begleiters.  Wenn du den Zauber vor deiner nächsten langen Rast mindestens zweimal wirkst, steigt die Chance auf zufällige Omen mit jedem Wirken nach dem ersten um zusätzliche 25 Prozent. Der SL würfelt das Ergebnis geheim aus.";"cleric"
2;"Waffe des Glaubens";"Hervorrufung";"1 Bonusaktion";"18 Meter";;"1 Minute";"Du erzeugst eine schwebende Spektralwaffe in Reichweite, die während der Wirkungsdauer oder bis du diesen Zauber erneut wirkst bestehen bleibt Wenn du den Zauber wirkst, kannst du einen Nahkampf-Zauberangriff gegen eine Kreatur im Abstand von bis zu 1,5 Metern von der Waffe ausführen. Bei einem Treffer erleidet das Ziel Energieschaden in Höhe von 1W8 + deinem Zauberwirken-Attributsmodifikator.  Als Bonusaktion kannst du die Waffe in deinem Zug um bis zu sechs Meter bewegen und einen weiteren Angriff gegen eine Kreatur im Abstand von bis zu 1,5 Metern von ihr ausführen.  Die Waffe kann eine Form deiner Wahl annehmen. Kleriker von Gottheiten, die mit einer bestimmten Waffe assoziiert sind - wie St. Cuthbert mit seinem Streitkolben und Thor mit seinem Hammer lassen den Effekt des Zaubers wie diese Waffe aussehen.<br/><b>Auf höheren Stufen</b> Wirkst du diesen Zauber, indem du einen Zauberplatz des 3. Grades oder höher nutzt, erhöht sich der Schaden alle zwei Grade über dem 2. um 1W8.";"cleric"
2;"Zone der Wahrheit";"Verzauberung";"1 Aktion";"18 Meter";;"10 Minuten";"Du erschaffst eine magische Zone in einer Sphäre mit einem Radius von 4,5 Metern, die auf einen Punkt deiner Wahl in Reichweite zentriert ist. Die Zone schützt vor Täuschung. Bis der Zauber endet, muss jede Kreatur, die den Bereich des Zaubers in einem Zug erstmals betritt oder ihren Zug darin beginnt, einen Charismarettungswurf ausführen. Scheitert der Wurf, so kann die Kreatur innerhalb des Radius nicht absichtlich lügen. Du weißt, ob eine Kreatur ihren Rettungswurf besteht oder nicht.  Eine betroffene Kreatur ist sich des Zaubers bewusst und kann somit Fragen vermeiden, bei denen sie als Antwort lügen würde. In diesem Fall kann eine Kreatur die Antwort ausweichend formulieren, solange sie innerhalb der Grenzen der Wahrheit bleibt.";"bard,cleric,paladi"
